ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Children,Total_Spending,Customer_Since,Age_Group,AcceptedAny,Cluster,PCA1,PCA2,Segment
5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,43,0,1189,4489,40-49,1,3,2.342118454255831,0.7033027528937318,Dormant Customers
6658,1972,Graduation,Together,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,53,1,1194,4665,50-59,0,0,2.173778169825635,3.2728317000759546,Premium Customers
4603,1960,PhD,Married,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,65,1,656,4472,60-69,0,3,1.419343141901689,0.009661841972262485,Dormant Customers
8427,1956,Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,69,0,1540,4906,60-69,0,3,2.4619574251675127,0.017600299406967317,Dormant Customers
10260,1965,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,60,1,311,4630,50-59,0,0,-0.4962270365211963,0.9325130340257046,Premium Customers
7143,1955,2n Cycle,Together,74805.0,0,1,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,70,1,820,4558,60-69,0,3,1.9333462874887242,0.6581429780347797,Dormant Customers
8789,1989,2n Cycle,Married,59060.0,1,0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,36,1,274,4492,30-39,0,2,-0.1125822424336349,-0.46769401696533575,Digital Buyers
6197,1962,PhD,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,63,2,57,4758,60-69,0,1,-2.0938097879254,0.8548765293170898,Budget Shoppers
4554,1965,Graduation,Together,47009.0,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,60,1,448,4594,50-59,0,2,0.14735015296028253,0.3253152099574175,Digital Buyers
4937,1973,2n Cycle,Married,46094.0,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,52,2,44,4342,50-59,0,2,-1.6603086922073547,-0.8734348263651394,Digital Buyers
1920,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,53,2,102,4658,50-59,0,2,-1.516901727402991,-0.11150722850199836,Digital Buyers
8749,1984,Graduation,Together,37235.0,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,41,1,61,4471,40-49,0,2,-1.682165094984133,-1.611580824501424,Digital Buyers
1650,1960,Master,Married,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,65,0,1643,4756,60-69,0,3,3.0816491153749563,-0.5151943529059412,Dormant Customers
10377,1958,Master,Together,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,67,1,397,4711,60-69,0,0,-0.15952328835278157,0.8570593219651703,Premium Customers
9206,1968,Graduation,Together,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,57,1,1121,4496,50-59,1,3,2.7317494556728983,-0.6309474258635199,Dormant Customers
10971,1977,Graduation,Single,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,48,2,473,4987,40-49,1,0,-1.1980655684235588,1.6829546791697492,Premium Customers
6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,51,1,50,4415,50-59,0,1,-2.3002410526742962,0.17248937825552615,Budget Shoppers
9212,1962,Master,Married,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,63,1,1678,4823,60-69,0,0,2.3909946448459953,2.372678199222625,Premium Customers
7937,1982,Graduation,Married,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,43,0,58,4395,40-49,0,2,-2.02956605256231,-0.5909285013215696,Digital Buyers
839,1975,PhD,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,50,1,170,4600,40-49,0,2,-0.8970913798657756,-0.8950167882867851,Digital Buyers
4246,1982,Master,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,43,0,373,4522,40-49,0,1,-4.292254085475148,0.6520347885252978,Budget Shoppers
158,1945,PhD,Together,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,80,0,1196,4547,70+,1,3,1.8754666877397443,0.16808529702435626,Dormant Customers
4832,1979,Graduation,Married,27244.0,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,46,1,101,4437,40-49,0,2,-2.189117089767429,-0.3862984901705037,Digital Buyers
5621,1969,Graduation,Married,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,56,2,316,4887,50-59,1,0,-0.830765319416335,2.052858436104211,Premium Customers
1945,1962,Graduation,Married,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,63,1,1400,4607,60-69,1,3,1.935520399075319,0.6022014049767271,Dormant Customers
5147,1948,Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,77,0,1424,4658,70+,0,3,3.6090158649798747,-0.9287138586059419,Dormant Customers
2535,1978,Master,Married,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,47,1,844,5003,40-49,1,3,1.0018129205318822,0.36447301818658867,Dormant Customers
11039,1975,Graduation,Married,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,50,1,311,4608,40-49,0,2,-0.3945376316030768,-0.192578986034197,Digital Buyers
9495,1982,Graduation,Together,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,43,0,1149,4740,40-49,0,3,1.2369225351881812,-1.9295242311954242,Dormant Customers
9635,1983,Master,Married,35876.0,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,42,0,129,4393,40-49,0,1,-1.5767526805298377,-0.7904531567391921,Budget Shoppers
2173,1952,Graduation,Widow,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,73,1,32,4579,70+,0,1,-1.4206300385648323,-0.7247929007368796,Budget Shoppers
942,1982,Graduation,Single,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,43,1,299,5013,40-49,1,1,-1.3276895322508566,1.2185925991322233,Budget Shoppers
9386,1962,Graduation,Together,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,63,1,320,4354,60-69,1,2,-0.1039734684331181,-0.14029516748083912,Digital Buyers
5510,1977,Master,Married,43263.0,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,48,1,441,4908,40-49,0,1,-0.2856079580391872,0.30482602219463717,Budget Shoppers
873,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,76,2,1178,4959,70+,1,0,0.8015404281760744,4.063863717420601,Premium Customers
2253,1990,Graduation,Married,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,35,0,85,4821,30-39,0,1,-2.230641912880519,-1.1290093686515572,Budget Shoppers
5181,1982,Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,43,1,24,4789,40-49,0,1,-2.776699197121665,-0.5693476981571176,Budget Shoppers
979,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,50,1,112,4817,40-49,0,1,-1.7101366209458062,-0.45812917343737425,Budget Shoppers
10390,1959,2n Cycle,Married,26887.0,0,1,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,66,1,30,4827,60-69,0,1,-1.8340274570802118,-0.7751048675293511,Budget Shoppers
4698,1983,PhD,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,42,0,410,4697,40-49,0,1,-0.0369546485025531,-0.16674997282323897,Budget Shoppers
7793,1976,Graduation,Together,62061.0,0,1,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,49,1,800,4625,40-49,1,0,1.1133539082248096,1.3311499332224022,Premium Customers
1745,1962,PhD,Divorced,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,63,0,1313,4745,60-69,1,3,2.659897164568873,-1.281410831144532,Dormant Customers
10590,1956,PhD,Together,76542.0,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,69,0,1483,4779,60-69,0,3,2.6359342926109517,-0.9332003831609113,Dormant Customers
5080,1993,Graduation,Single,70515.0,0,0,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,32,0,1258,4574,30-39,1,3,1.221664505935466,-1.2665548924590486,Dormant Customers
8369,1987,Graduation,Together,18227.0,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,38,1,28,4921,30-39,0,1,-2.972839083849311,-0.9545845849643706,Budget Shoppers
5232,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,60,1,227,4476,50-59,0,3,0.27152494267226146,-0.8059404171948824,Dormant Customers
2407,1982,Graduation,Married,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,43,0,1555,4920,40-49,1,3,1.6849579915165107,-0.6038761446807591,Dormant Customers
3834,1962,Graduation,Single,69627.0,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,63,1,861,4792,60-69,0,3,2.0244276634581917,0.723143447218313,Dormant Customers
7912,1978,Graduation,Married,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,47,1,103,4756,40-49,1,2,-1.9361978174253167,-0.04045092672857061,Digital Buyers
7712,1946,PhD,Single,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,79,0,634,4385,70+,0,3,1.6441530700739497,-0.004091762748077257,Dormant Customers
1065,1963,Graduation,Single,80695.0,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,62,0,1918,4505,60-69,0,3,2.425309501828683,-1.0632909062774472,Dormant Customers
7275,1971,Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,54,2,131,4591,50-59,0,1,-1.5197983037448115,0.002556700566149416,Budget Shoppers
1343,1968,Graduation,Together,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0,57,2,586,4964,50-59,0,0,0.3379135834600802,2.3798271146139585,Premium Customers
1384,1992,Basic,Married,17256.0,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,3,11,0,33,1,62,4541,30-39,1,1,-2.806515288758987,-0.289179803500979,Budget Shoppers
9967,1974,Graduation,Divorced,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,3,11,0,51,2,447,4718,50-59,0,0,-0.31111891882573567,2.9834314420161623,Premium Customers
6181,1950,2n Cycle,Together,52203.0,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,75,0,939,5021,70+,0,3,1.6766210332983214,0.7664740482688147,Dormant Customers
10507,1977,2n Cycle,Divorced,59601.0,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,48,1,797,4662,40-49,1,1,-0.30699859169731664,0.7197211545525563,Budget Shoppers
2674,1958,Master,Single,75154.0,0,1,2012-09-04,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,67,1,1143,4986,60-69,1,3,1.826121033163687,-0.5719544084375534,Dormant Customers
2698,1976,Graduation,Single,47025.0,0,1,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0,49,1,415,4557,40-49,0,0,-0.3535898673920677,0.595645448321784,Premium Customers
3231,1973,Graduation,Married,37971.0,1,0,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,1,30,4539,50-59,0,2,-2.015381563763282,-0.6739493454308584,Digital Buyers
4096,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,57,1,187,4508,50-59,0,1,-1.1409214314980713,0.555480037000812,Budget Shoppers
10476,1958,Graduation,Married,67267.0,0,1,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,3,11,0,67,1,251,4370,60-69,0,3,0.5034845067397026,-1.2413078147254346,Dormant Customers
5948,1975,Graduation,Single,57338.0,0,1,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,3,11,0,50,1,237,4384,40-49,0,2,-0.29175128371428155,-0.37527479606514813,Digital Buyers
9140,1960,2n Cycle,Together,50523.0,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0,65,2,91,4509,60-69,0,2,-0.9465490341530458,-0.3270351773739464,Digital Buyers
10258,1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,60,3,35,4742,50-59,0,2,-1.9932810191835744,-0.1711941111563541,Digital Buyers
5675,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,0,65,1,493,4956,60-69,1,0,-0.034562302498847966,1.654148462678272,Premium Customers
4743,1969,PhD,Married,56242.0,0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,3,11,0,56,1,971,4806,50-59,0,0,1.4782072497689371,1.9883072737581002,Premium Customers
8805,1960,Graduation,Single,48904.0,0,1,2012-12-02,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,3,11,0,65,1,371,4897,60-69,0,0,-0.5095386880371974,1.7416188134519734,Premium Customers
1542,1975,Graduation,Single,56243.0,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,3,11,0,50,3,396,4504,40-49,0,0,0.11246700689171332,1.31798582002518,Premium Customers
6770,1985,Graduation,Married,21355.0,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,40,1,68,4636,30-39,1,1,-2.30867262892216,-0.5877435491886663,Budget Shoppers
8773,1971,Master,Together,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,3,11,0,54,1,322,4692,50-59,1,0,-0.2579536807405303,0.7046542000590535,Premium Customers
10420,1955,Master,Divorced,46390.0,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,3,11,0,70,1,222,4378,60-69,0,2,-0.9067946737007296,-0.10502342704244251,Digital Buyers
7514,1956,2n Cycle,Together,54342.0,1,1,2013-07-03,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,3,11,0,69,2,177,4684,60-69,0,2,-0.6611242510217571,0.6583810552747846,Digital Buyers
793,1973,Graduation,Married,20895.0,1,0,2012-10-06,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,3,11,0,52,1,45,4954,50-59,0,1,-2.4771011470637667,-0.19816802611699239,Budget Shoppers
10909,1948,Graduation,Married,92344.0,0,0,2014-01-15,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,3,11,0,77,0,1899,4488,70+,1,3,3.038106734710066,-1.4219110957660062,Dormant Customers
8702,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,49,2,22,4636,40-49,0,1,-2.234023184073809,-0.42746443500991604,Budget Shoppers
4791,1980,Graduation,Together,44964.0,1,1,2012-12-16,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,45,2,41,4883,40-49,0,1,-1.9390869324222915,-0.7569355159089038,Budget Shoppers
2963,1979,Graduation,Together,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,46,0,1440,4381,40-49,0,3,2.065764688232804,-0.5056604277456787,Dormant Customers
8216,1972,Master,Married,53761.0,1,1,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,3,11,0,53,2,325,4584,50-59,0,0,-0.6860619377011351,1.1858134251758703,Premium Customers
8140,1973,Graduation,Together,22682.0,1,0,2013-10-03,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,3,11,0,52,1,95,4592,50-59,0,2,-1.5260625555060754,-0.3803141587248591,Digital Buyers
10146,1972,PhD,Together,38887.0,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,53,1,42,4442,50-59,0,1,-1.8430499879153162,-0.802743633553444,Budget Shoppers
5289,1975,2n Cycle,Single,41658.0,1,1,2012-11-09,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,3,11,0,50,2,72,4920,40-49,0,1,-1.4901929900382043,-1.0968151255161986,Budget Shoppers
2587,1972,PhD,Married,29791.0,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,3,11,0,53,1,20,4368,50-59,0,1,-1.6781035279425847,-0.6024345082032331,Budget Shoppers
4405,1956,Master,Married,63915.0,0,2,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,3,11,0,69,2,789,4657,60-69,0,3,1.7754362267930448,0.5458152259541394,Dormant Customers
8663,1974,Graduation,Divorced,39996.0,1,1,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,51,2,15,4361,50-59,0,2,-1.829073907696694,-1.1105798636935231,Digital Buyers
2589,1972,Graduation,Divorced,26759.0,1,0,2014-02-07,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,3,11,0,53,1,59,4465,50-59,0,2,-1.8603552403001156,-0.42772664704841307,Digital Buyers
3421,1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,57,1,908,4757,50-59,0,3,1.5699853590454333,0.5466749859066792,Dormant Customers
10490,1969,PhD,Married,51039.0,1,1,2012-12-10,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,3,11,0,56,2,417,4889,50-59,0,1,-0.4487679594571636,0.47645147726968584,Budget Shoppers
4094,1961,Graduation,Married,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,3,11,0,64,2,289,4996,60-69,0,0,-0.07583995154363865,0.936015471840683,Premium Customers
9958,1972,Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,53,1,769,4415,50-59,0,3,1.602247679893403,0.2977717132767674,Dormant Customers
2534,1953,Graduation,Married,37716.0,0,1,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,3,11,0,72,1,188,4392,70+,0,1,-1.1677414009300917,0.3707149729412206,Budget Shoppers
4188,1957,Graduation,Single,36864.0,0,1,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,3,11,1,68,1,354,5008,60-69,1,2,-0.9963030758449151,1.0707129053125537,Digital Buyers
6613,1970,Master,Married,44511.0,1,0,2012-10-12,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,3,11,0,55,1,727,4948,50-59,0,0,0.20587219620447514,2.6865452745050473,Premium Customers
10827,1967,PhD,Married,36947.0,1,1,2012-08-07,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,3,11,0,58,2,146,5014,50-59,0,2,-1.7217957864989066,1.162955716585189,Digital Buyers
5491,1951,Master,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,74,1,319,4767,70+,0,0,-0.2890470895246338,1.502842064852474,Premium Customers
8402,1953,Master,Married,67087.0,0,1,2013-12-17,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,3,11,0,72,1,794,4517,70+,0,3,1.6198506063849232,0.3738260351024792,Dormant Customers
8783,1950,Graduation,Married,57045.0,0,1,2012-09-08,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,3,11,0,75,1,454,4982,70+,0,3,1.0178887683272544,0.16558544859663057,Dormant Customers
10010,1953,PhD,Divorced,36957.0,1,1,2012-09-06,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,3,11,1,72,2,152,4984,70+,1,2,-1.8296987745034383,1.2835648775632862,Digital Buyers
618,1977,PhD,Married,69389.0,0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,3,11,0,48,1,797,4962,40-49,0,3,1.9692187603068771,-0.1786265121813118,Dormant Customers
9121,1972,Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,53,1,1690,4728,50-59,1,3,1.6019768083975503,0.029467877141456152,Dormant Customers
361,1969,Master,Married,43142.0,1,1,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,56,2,20,4454,50-59,0,2,-1.838767164591795,-0.8603121626851635,Digital Buyers
4310,1944,Graduation,Married,80589.0,0,0,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,3,11,1,81,0,1428,4481,70+,1,3,2.38829800885999,-0.9544157135766247,Dormant Customers
2678,1990,Graduation,Single,34412.0,1,0,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,3,11,0,35,1,209,4824,30-39,0,2,-1.8754312717568995,0.7667885090616713,Digital Buyers
6376,1979,Graduation,Single,57537.0,1,0,2013-06-10,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,3,11,0,46,1,545,4707,40-49,0,0,0.4404417241761515,0.26669709694303534,Premium Customers
524,1966,Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,59,0,96,4852,50-59,0,1,-2.286954954049726,-0.3530629986637043,Budget Shoppers
10341,1948,Graduation,Together,51315.0,0,0,2014-02-23,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,3,11,0,77,0,222,4449,70+,0,2,0.09487667268681058,-1.243007402871075,Digital Buyers
5654,1972,Graduation,Married,36026.0,2,1,2014-03-16,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,3,11,0,53,3,61,4428,50-59,0,1,-1.6386797947715994,-0.4423475342897116,Budget Shoppers
4098,1973,Graduation,Married,24639.0,1,1,2014-01-28,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,3,11,0,52,2,44,4475,50-59,0,1,-1.8413317386699006,0.027275817003716195,Budget Shoppers
5824,1972,PhD,Together,34578.0,2,1,2014-04-11,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,53,3,8,4402,50-59,0,1,-1.9717717645778858,-1.0071417960489293,Budget Shoppers
7000,1972,2n Cycle,Single,65704.0,0,0,2013-10-13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,3,11,0,53,0,817,4582,50-59,0,3,1.4988677260290209,-1.6060188533144475,Dormant Customers
2561,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,59,1,1371,4918,50-59,1,0,1.3774008236545945,1.3783602350921311,Premium Customers
5229,1969,PhD,Together,54132.0,0,1,2014-02-16,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56,1,42,4456,50-59,0,2,-1.4069620025305143,-0.8606459497150625,Digital Buyers
4086,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,66,0,60,4871,60-69,0,2,-2.4450682521698304,-0.43205031377451336,Digital Buyers
2428,1970,Graduation,Married,28164.0,1,0,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,55,1,78,4744,50-59,0,1,-1.835676903531939,0.2346886588573311,Budget Shoppers
8254,1974,PhD,Married,34596.0,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,51,1,23,4765,50-59,0,1,-2.2749504845344695,-0.6820197951820816,Budget Shoppers
2836,1972,PhD,Married,43269.0,1,0,2013-09-16,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,53,1,19,4609,50-59,0,2,-2.0340831444750305,-0.695525707036296,Digital Buyers
8418,1958,2n Cycle,Single,38741.0,1,1,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,3,11,0,67,2,61,4414,60-69,0,2,-1.5434826703048585,-0.08301587487382651,Digital Buyers
1362,1972,Graduation,Single,31907.0,0,0,2013-03-04,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,3,11,0,53,0,449,4805,50-59,0,2,-0.6043840946762092,0.1620459795641905,Digital Buyers
